PATIENT_ID	ESR1	PGR	ERBB2	MKI67	TP53	BRCA1	BRCA2	PIK3CA	PTEN	AKT1
MB-0966	-4.4097137	-0.8448328	-0.82371026	-0.06839039	-0.11756061	0.02933768	1.7367042	0.121576816	1.7737557	0.66014093
MB-0967		-1.3834392	-0.07333693	0.09452676			0.37595287	1.0118122	-1.2539219	
MB-0968	-2.3952875	0.12634993	-1.698646	-0.20308809	0.23497258	0.7168545	0.64432216	0.11896932	-0.051747568	-2.0768158
MB-0969	-1.9279859	1.0128776	3.811838	0.082880974	0.13688497		-2.1501405		0.13215639	0.70217544
MB-0970			-1.9446166	-0.25091177	1.1458864	-1.5076569	1.022479	-1.7876176	-0.83287793	-0.17905973
MB-0971	-1.1488321	0.20052306	2.0880537	-0.004800024		-1.498566	0.5260796	0.19172648	-0.49258897	-0.22390506
MB-0972	3.6108088	-1.2338997	1.8673868	-1.0833508	0.28172815	0.6024824	-1.721467	-1.6853033	0.6525712	0.8312889
MB-0973		2.5321484	-0.86591965	0.7913784	0.5932387	0.9826075	0.06813659	1.7124684	-1.9969653	1.3739514
MB-0974	0.10847974	0.8367717	-1.6106354	2.0386155	-0.47796077	-1.0738277	2.1343136	0.2690769	0.16441481	0.5433597
MB-0975	2.9247644	0.6136015		-0.7666877	0.09800433	0.4410958	0.29726112	0.0840331	0.48611206	-0.08536507
MB-0976		0.25673744		-0.8821045	0.28040227	0.9704476	-0.43721414		1.1232175	6.900484
MB-0977	2.7677753		-1.5120815	0.009770833	-0.67554235	0.41307798			-0.42816183	0.01601
MB-0978		1.625576	0.86976504	-0.09250442	0.34101152	0.030927222		-0.6404701	-0.044555858	1.1520746
MB-0979	4.043665	-0.46082333	-1.2580477	-0.18209445	1.6811193	-0.28883776	-1.7733433	0.24696015	-1.0249901	-0.34359437
MB-0980	-1.4553182	0.9555367	4.183652	-0.11534999	0.73904365	-0.040727198	-0.812243	0.55209166	-1.0223166	-0.2485415
MB-0981	3.2973495	1.4580315	-0.7813187	-0.89266217	0.5633614	2.580351	-1.1570021	-0.76949364	0.57766086	
MB-0982	-3.0526943	-1.0117307	3.068639		-1.2399274	-0.78145	0.19099578	0.6844996	0.7764642	0.968503
MB-0983		1.2746755	4.2509995	-0.23824176		-2.5503492	-1.0428653	-1.7927885	-0.26108512	-1.1560068
MB-0984	-0.3765782	-2.1113174	-2.2739987			1.2921908	1.0706831	-10.69818	-0.28878734	-0.41162238
MB-0985	3.5915542	-0.86550444	0.96424043	-0.0025639785	0.8868539	0.202094	-0.20308296	-1.0138664	-1.6412009	-0.2989671
MB-0986	2.4230816	1.5665927		1.0468651	0.6221071	-0.28696677	-0.10200932	1.0101303	-0.5372316	-0.6149694
MB-0987	0.8953434	-0.4000239	0.042203963	-0.18444724	-1.2734065	0.3131676	-0.4467974	2.194007	2.3754113	0.57632244
MB-0988	3.7130494	3.5510375	-0.15883988	0.8744108		0.7277364	-0.9676325	4.0481415	0.74268556	-1.1324813
MB-0989	1.5348216		0.045592725		0.092479564	0.5353625	0.9073787	-1.2574297	-0.038367298	-2.3847752
MB-0990	-2.4270718	2.290155	2.1529472	-0.46476504	-0.5400516	-0.7798226	-0.0075662583	-0.014474629	0.37177205	0.57844406
MB-0991	-2.4450078	0.36387363	0.17584759	-0.20371422	1.9517573	-1.8422501	-0.6407275	0.20751515	0.26097596	-1.6254501
MB-0992	2.866722	-0.8859909	-0.9780332	0.98899925	0.9527039	0.5373091	-3.0683303	0.10150923	0.23098548	0.2815433
MB-0993	-2.0583801	0.4557067	-0.14573416	-0.8288197	0.39787093	-0.122146375	4.679461	0.60303843	0.76217514	1.177065
MB-0994	0.9946704	-0.9802295	0.006394565	0.99690706	-0.59123665	-0.5195157	0.640314	-1.1503139	-0.058734573	0.27737072
MB-0995	-2.2154117	0.68206567	2.5435188		0.79651207	-1.3868065	-0.956096	0.0003882259	-0.06991572	0.9713861
MB-0996	2.5976827	1.1194751		-0.35982832	-1.5447865	6.9779634	-2.1827242	0.6914683	0.18508348	-2.4678192
MB-0997	2.2613726			-1.65986	1.453354	0.12779956	0.12477304	-0.62444264	-0.08693138	-1.5272593
MB-0998	1.1914617	-0.6364957	0.6357306	-0.16503376	-0.20199989	-0.4846931	-1.4045304	-0.11266295	-0.46516225	
MB-0999	3.7282557	-0.710801	-0.3849334	1.4937547	-2.3006756	0.576794		-0.0004249591	1.0691643	0.6791245
MB-1000	1.5697027	-1.2761688		6.9854517	0.3932438	-1.8823813	0.07822009	-1.0729852	0.030027404	0.37081888
MB-1001	0.16138029	-0.7386508	0.6410043		-0.22703166	-0.3625143	-1.9898202	-1.104633	0.9875097	-0.029689863
MB-1002	-1.5429531	0.891453	-0.54335576	-0.26745215	0.36367434	-0.7508981	1.7335773		0.16516699	-0.67081016
MB-1003	3.9743834	-0.5241696		-0.3681559	0.81638426	-1.4261786	0.6623356	-0.83093023	-0.5241969	0.5183187
MB-1004		-1.245803	-0.77869284	0.35581946	-0.03325837	-0.17103809		-1.4731792		0.76069176
MB-1005	-1.5090474	-0.16536574	0.6186303	-2.3576686	0.23102422	-1.7466576	-2.0011623	-0.50985676		-0.4063949
MB-1006	3.5452452	1.2022556	-0.19401172	2.7171934	-0.61114067	0.15424745	2.2019117	0.64704835	-1.8954828	-0.4764009
MB-1007	2.3218713	-0.78239924	-0.32868466	-1.0970306			0.40555182	-0.20888592	0.35599	0.3336586
MB-1008	-1.8938305	-1.3010147	-0.2101551	-0.004427281	1.2651691	-1.1660237	0.42405006	-0.3949285	-0.5428856	0.9922685
MB-1009	1.6706188	0.45474002	0.19775718	0.43640006	0.73653555	-0.524839	-1.0456791	0.17664962	-0.8454005	-0.56624115
MB-1010	3.1025605	1.7637801	0.5737792	-1.8236026	-0.68958485	0.78859156	0.46701962	2.389431	-0.8852099	-0.46774477
MB-1011	1.7428521	-0.2751229	0.00085914135	-1.2040495	0.6987581		0.2037361	-1.1223913	-0.6414213	0.11121336
MB-1012	24.633606	-0.15737611	-0.3872007	0.36357903	-0.28482318	-2.3358352	0.6510732	1.0405208	-0.48603955	-0.58256894
MB-1013	3.39179	0.55153185	-0.8187381	-0.4087139	1.7312549	0.5337393	0.71443737	-0.9827274	0.7262328	-0.3337361
MB-1014	-3.1369882	0.76532334	-1.1064107		1.621162	1.0726397	0.6388897	-0.14188425	-1.4288489	1.436158
MB-1015	2.1346083	0.055688117	0.30715805	-0.3011785		0.5247793	0.23514903	0.22959734	-1.1317617	-0.74775124
MB-1016	2.1774695	0.5863315	0.37945414	-0.077555776	1.6821296	0.08649684	0.43096954	-1.607815	1.4261212	1.1443312
MB-1017	1.2293826	-0.54270524	-1.321054	-0.041306168	0.88635975	-0.16196588	-1.0436949	-0.7949958	0.703159	-0.7971132
MB-1018	1.1102536	-0.020299347	-0.7366746		-0.8493756	0.32289433		0.9236765	0.024216143	-1.0911123
MB-1019	-1.0373139	-0.46438375	3.13265	0.6021498	-0.51068217	2.0614061	1.2783389	-1.774651	-0.062112726	0.4392082
MB-1020	2.5840437	1.8109447		-1.3937217	0.57204235	0.8220275	-0.063430086		0.42360142	-1.5630318
MB-1021	2.1288667	1.6576388	1.3789408	-1.9683124	-1.9381555	-0.41391003	-0.4866857	0.84878	-1.7691678	0.8007414
MB-1022	2.0725906	0.5905472	-0.5490199	0.95664907	-1.0987295	-0.122169845	-0.06946407	-1.1112345	-1.2967757	2.1170428
MB-1023	3.786115	-1.5152693	0.25512642	0.7351781	0.65319794	0.39272416	-7.9603558	-0.79325575	-1.1103812	1.76231
MB-1024	-1.3629566	-0.03366044	0.5434123	1.2592703	14.998549	-1.4331629	-1.6908584			0.46969867
MB-1025	2.0564227	-1.2052783	0.65542567	-0.508179	1.8380901	-1.2099285		1.0692519	0.1879607	0.36453342
MB-1026	-2.0468473	-0.050495878	-2.3305473	-1.8670458	0.2947559		-1.537919		0.5683368	0.32868868
MB-1027	3.1865566	1.1221067	-0.82267857	-2.0201213	-0.37586495	0.28046593	-1.5222833	2.1110559	-1.1547565	0.53494895
MB-1028	1.6400054	-0.73055935	-1.3418458	0.20840399	-0.17285044	0.45397687	0.52601403	-1.0453854	1.2599301	1.2626103
MB-1029	1.0429132	0.4992159	-0.49581596	0.30049044	-0.6625958	-0.78415364		-0.20217226	0.048219766	0.94565064
MB-1030	2.8495872	-1.0434726	-0.3950165	-0.60009956	-0.349906	-0.11925033	-0.18514593	-1.259807	-0.18568495	1.5104353
MB-1031	2.6516178	0.22054474	-0.68012834	-0.41852498	-2.0742836	-0.27146754	0.1506231		0.25175464	1.643757
MB-1032	-1.8485621	1.3499889	0.4152379	-1.2563663	1.5576366	-0.61603636	0.5013227	2.7479444	-0.09150945	
MB-1033	-2.1788738	-1.8089187	1.1610287	0.47847322	0.1712907	-0.9646925	0.81874454	0.07853618	0.34740266	-1.529635
MB-1034	-3.3564124	0.8283472		2.0269303	-0.64252317	0.4396858	0.2584713	1.0044012	-0.80252165	-0.7557174
MB-1035	4.3568444	-22.221867	-0.2691477	0.20775124	0.96679664	-0.30057898	-0.87595487		-0.51899576	
MB-1036	2.406801	-0.17387117	-2.3848248	-1.0275676	-0.44609928		-0.7138286	-1.3875502	-0.687036	-0.81119645
MB-1037	2.8055627	0.18219468	-6.743616	0.8298702	-0.9907898	1.5527138	1.2699095	1.6580347	0.27688655	-0.7794927
MB-1038	2.7281957	-0.018831354	0.31547403	-1.5858724	-0.7400423			-1.4040983	0.10688288	0.94917494
MB-1039	1.8145428	-0.9131793				-0.45740205		-0.8059799	0.6727269	-0.40971297
MB-1040	-2.0047545	1.0343422	0.8175405	-1.0526558		1.8252165	0.30875593	-0.5538616		-0.558316
MB-1041	-1.2406361	0.6029712	0.48721308	-0.36192277	0.28189468	-0.064121164	1.0680716	0.86966556	1.4257056	0.07275525
MB-1042	0.5089035	0.2335103	-2.2028337	0.7995292	-0.7009637	1.5008307	-0.38752848	-1.6244524	-1.2854191	
MB-1043	2.9414306		-0.45162165	0.4537684	-0.1240296	-0.8994752	-0.26963612	0.106467985	0.68135506	-0.6068454
MB-1044	0.9847263	-0.7785887	0.032838404	-0.24456233	-1.0413445	0.9754882	0.7690042	-0.224725	-0.25380868	-1.166283
MB-1045	3.206469	2.4483654	0.6279807		0.39170206	-1.6908659	0.35814157	0.34846154	1.1582576	1.4054391
MB-1046	1.8259963	-0.90778315	-0.56566155	1.3957964	0.54510605	-1.3311342	1.2382172	-0.73603135	-0.033760436	-0.6255385
MB-1047	-1.346477	0.47206345	2.9158807	0.71531445	1.4382689	1.1195409	0.81269634	0.8161672	1.4972254	-0.59867996
MB-1048	2.336678	1.7360876	-1.4103875	0.6414193	-0.41185766	-0.27222255	-0.16961548	0.86488837	-0.6141313	0.06744497
MB-1049	-1.0987508	-0.29120886	3.6341763	-0.6415256		-0.7987028	0.65511453	-0.4384345	-0.1519662	-0.7050805
MB-1050	1.2551855	-0.15344049	-0.56488186	-0.12883762	-1.0019274	0.52660465	-1.0607258	-0.3298674	0.29300264	-1.3188956
MB-1051	4.729935	-1.3513887	-1.4734035		-0.9303795	-0.9146019		-0.4994521	0.21114393	
MB-1052	2.5510664	-0.23182835	0.23163587	-2.1359599	1.3200227	2.15406	1.3846399	-0.14880547	0.7306302	0.94586784
MB-1053	-0.53487957	0.26337674	-0.8443267	-1.1266942	-0.9765986	-0.53597355	-0.4124198	-1.7798233	1.4338849	1.0958757
MB-1054	1.9095808	-0.68201435	-0.080165505	0.3172553	0.037937835	-0.22551383	-2.4007137	-0.41846722	0.14950636	-0.61990535
MB-1055	-2.3514397	0.47089472	-1.0716459	1.8392714	-2.0709033	-0.67083406	-0.7251635	1.004416	-0.46153083	0.48119396
MB-1056	-0.6805973	1.9425025	0.43022823	-0.055912644	-0.50042677	-0.7102521	0.4888277	0.7962532	0.22593452	0.051964436
MB-1057	3.0920706	-0.5385512	-0.888518	0.33651313	0.5167406		-1.0674192	0.24646357	-0.046493806	1.2884347
MB-1058	-2.2478716	0.22100314	3.7162359	-0.91777945	-0.31156015	-1.0313208	-17.680079	1.6414156	-0.38612464	-0.37083855
MB-1059	-0.23312414	-0.24456726	2.8554075	0.21192768	-0.6432349	1.2795933	-0.37811628	-1.6936891	0.4972318	
MB-1060	2.651871	-1.7636089	2.2434585	-0.18148193	0.6587702	-0.9527451	1.1026665		-0.033057343	0.786058
MB-1061	2.2685423	-1.0206046	-2.1613393	-0.7931616	-1.5171773	-0.78120416	1.1615747	1.4154204	-0.2614178	
MB-1062	1.7999594	0.47040907	-1.6508871	0.11688695	0.09856557	1.0230967	0.2903119	-0.68716127	-1.0087003	-1.1053379
MB-1063		4.8591547	-1.1913421	-1.7817011	-1.2550226	-0.04316359		-0.814608		2.418072
MB-1064	3.4987657	-0.022877058	-0.48672652	0.28028235	0.8112967	-2.0988195	0.5466492	-0.12354971	2.8248434	0.17542201
MB-1065	2.7264526	-2.2620726	-0.56994677	0.7208567	0.8510709	-0.10606644	1.013562	-0.5395625	0.05348225	-1.2983357
MB-1066	-1.3417654	0.25526804	3.2108128	0.6083033	0.72725916	-0.70820135	-1.211805	1.8295181	1.011574	2.4608166
MB-1067		-0.23861903	-1.699793	-0.2854133	0.039207056	0.17096038	1.5342032		0.35065103	1.9874195
MB-1068		0.4326799	0.17103833	-0.85037243		-0.04258109	0.20862801	-0.8268217	-1.2121656	-1.080784
MB-1069	2.5909855	-1.1225147	-0.57358164	0.61407644	-1.8015556	-0.27155432	-0.5593788	-0.3474907	-1.1734564	-0.46920738
MB-1070	3.1650667	-0.32949215	-1.3459978	1.9556303	-0.0116051445	-1.5683254	-0.74976957	0.9173601	1.7356125	
MB-1071	-3.4602203	-1.2320933	-1.0254265	-0.3238415		1.176318	1.1325971	1.3195295	-1.9522469	-0.12175417
MB-1072	-0.7934895	-1.4006939	-1.3644202	0.9215982		-0.7167449	-0.4082227	-0.9441735	-0.90119433	0.09635875
MB-1073	-0.83012843	0.11312691	0.5898669	-2.1508079	0.72766656	-0.8706622	2.1014886			0.7962743
MB-1074	-1.5190544	1.4123629	0.86469054		0.20948151	2.2112849	-0.13529031	1.1111434	1.2915013	
MB-1075	-0.95053256		-0.09394109	-0.90553635	-0.47641754	0.5369235	-0.3364286		0.19759165	-0.8868041
MB-1076	4.0787463	-0.77905583		-0.4541016		-0.18297869	-0.0050542727	0.11665139	-0.3399152	
MB-1077	0.77399707			1.5129005	-1.0374902	-0.3680518	0.7228253	0.64426494	-0.5731668	0.87223196
MB-1078	-1.455591	-0.24763517		-1.1146966	-0.29513133	1.5533481	-0.15945816	-1.6001722	0.096730925	1.0300972
MB-1079	-1.0161939	0.6648497	-1.2494957	0.69633836	-0.7965001	-1.2087038	-0.40972987	-0.65682566		-0.12813248
MB-1080			-1.1480209	-1.9837283	-0.39708975	-0.54867035	0.6757549	-0.28776023		1.0247616
MB-1081	-2.006253	-0.034060564	0.19750863	1.9593549	0.20743671		-1.343986	0.815998	-0.36520264	
MB-1082	-2.1901197	-1.4524	-1.2612895	1.3554577	-0.604863	-0.29081962	-0.7708481	2.3124223	-1.0718709	-0.7896124
MB-1083	3.7769585	1.2975217	-1.3107486	0.63078934	-1.489362	-0.20482549	-0.93549776	-0.9525407	-0.1277792	
MB-1084		0.9276343	3.5118766	1.3151339	1.3906157	-1.6181325	0.092834905	-3.006373	0.2663038	1.6867498
MB-1085	2.6024666	-0.3580907	-0.17976916	1.0899299	0.6144765	0.24582452	-2.6104429	0.17094107		0.7848512
MB-1086	-1.3238459	-1.2027563	0.35712683	-1.4422228	-0.8318479	0.11860587		-1.5430231	1.0973157	0.3006296
MB-1087	1.0277634	3.523427	0.0025963187	0.11140816	5.3077784	-0.05520706	0.83642733	0.27397555	2.4473717	-0.09872355
MB-1088	3.166946		-0.5712443	1.810621	0.52453744	0.6155509	-0.24071105	0.5228902	-0.347368	0.12928727
MB-1089	2.9395266	-1.5145005	1.0059245	0.059115946	1.3325303	-0.994012	-0.033819977		0.7366081	1.4322107
MB-1090	0.5420635	-1.4151545		0.87099344		1.2151747	-0.47707883	0.21020038		-1.2975446
MB-1091	1.5205438	0.23483907	0.3382957	0.13252841	-0.42901027	1.2122142	2.4640675	0.9954864		-1.2936302
MB-1092	2.3504744	-0.7927303		1.7001199	-2.1114662	-0.55323553		-1.4687706	-0.5382924	0.5509581
MB-1093	3.040249	-1.464987	-1.6911677	-1.2359226	1.0314087	2.2331855	-0.9682186	-0.1704448	0.31488264	0.009757858
MB-1094	-2.8165855	0.29803404	-0.19104028	0.30514887	1.1096562	-0.4925556	0.15031117	0.43383116	-1.3796927	-0.4746352
MB-1095	1.2907552	-1.1556634	-0.6510347	-0.12150592	-0.019621987		0.3298531	-0.8602113	1.3587143	0.6039066
MB-1096	2.0775003	-0.8207149	3.3092732	0.0382007	-0.5111106	-1.1211087	-1.595338	-0.9770252	1.0041592	-0.5159746
MB-1097	-2.9559298	0.2227113	2.9242926	0.8036613	0.4218144	-1.3662808	-0.59690946	2.2525287	-1.2987999	-1.1076962
MB-1098	3.9104912	0.3206758	1.6487839	-0.14466406	-0.3338853	-2.2626274	-0.90156126	0.17731752	-1.5800883	0.77261734
MB-1099	2.129521	-0.09354966	0.75037694	-0.70499384	0.54549503	0.14428292	0.8996009	-0.5063288	-1.3118533	0.4910808
MB-1100	2.790482	-0.68766534	-0.87078977	3.2523458	1.7304298	-0.14841615	0.8795323	-0.49338466	-0.5084341	-0.4192619
MB-1101	0.955572	0.25032943	-0.9300363	0.9534327	-0.077633806	0.29012364	-0.3072611	0.19242205	0.73528516	
MB-1102	0.6426625	-0.38439083	-0.116345525	1.0672556	0.21681428	0.000950906	1.3105747	-0.9674075	-0.14699551	-1.4317766
MB-1103	1.3974079	-0.70933694	-1.1868361	-2.9004364	-7.70232	0.27858993	-0.16177619	-0.3030115	-1.4743384	0.66956145
MB-1104	-0.7527827	0.85257673	-0.9501156	-0.9159777	1.065247	-2.076412	-0.0007810773	0.104336	0.831898	-0.15011676
MB-1105	2.8316262	0.07314735	-1.0091307	-2.6658485	0.23338208	-0.053769875	-0.17990874	-0.77080256	0.12798493	1.1862586
MB-1106	-1.7461251		-0.75331044	-0.37857965	1.4913874	1.3175257	0.493864	1.6137395	1.8383529	-0.5790717
MB-1107	0.90402186	0.7003241		-1.0859866	-1.9760814	0.11003581	-1.5855575	0.053650938	-0.9563564	
MB-1108	-2.7975192	-0.99982196	1.2405908	-2.1916013	-0.6228784	0.59638643	0.26798794	-1.0396705	-0.22509395	0.8574113
MB-1109	2.2790098	0.40128148	-0.6048895	0.22416703	0.08869548	0.0044694734	-1.0389609		-0.1023321	-0.106321536
MB-1110	0.5162487	-0.39699158		-0.47690183	-2.286122	1.5657398	-0.8301079	2.9164078	2.0000184	1.2991977
MB-1111	1.6069665	1.3925837	0.3568626	1.8437362	-7.8518972	12.334767		0.9996626		0.74194324
MB-1112	-1.488374	0.15795669	-1.3220074		-0.4795931	-0.5297378	-0.16698107	0.3554978	0.5115048	0.8997977
MB-1113	-1.9158505	0.68155354	-0.59331477	-0.21883361	-0.5248577	0.75364137	-0.17624441	-1.0157024	-0.86304766	
MB-1114	2.7518797	-1.3429646	-0.64458483	-1.7003169	0.021994315	-0.9020269		-2.4653883	2.056139	
MB-1115	-0.058521032	0.030847503	0.14643782	1.0122365	-0.0069345143	1.3966167		-0.51036686	0.034964368	-2.8889768
MB-1116	3.4748535	0.09213225	0.7189175	0.45383433	0.007159384	0.7221755	-0.09532112	0.12607946	0.71013945	-0.18197203
MB-1117	3.0125604	-0.43316847	1.8911674	0.5429062	-1.0135287		-0.6091384	-0.2573903	0.07529275	0.7387111
MB-1118	1.1018333	-0.9547857	0.7042494	0.26239163		1.3267817	-0.045493647	0.6083578	0.3840689	0.0741957
MB-1119	2.670732		-0.4923857	0.670367	-0.8758568		-1.1166017	-0.015194852	0.4308167	-1.1743263
MB-1120	-0.2843908	0.07477916	0.45428115	-1.0769295	0.04579697		1.0729755	-0.2733075	-0.8835355	-0.18726408
MB-1121	1.8416481	0.68212795	-1.7791693	-1.1143972	0.5957537	1.511753	1.0396472		-0.42577145	-1.4495816
MB-1122	-2.165392	-0.3294619	4.3198404	1.0584917	-0.6429417	1.3155193	-0.53792435	0.35780412	0.2154001	-0.0026882421
MB-1123	-1.939745	-1.1156759	-1.5816983	-0.013497249	-0.6545195	1.9585135	0.6069814	0.18515696	-0.80952865	1.0578873
MB-1124	-1.3881564	0.94189024	0.0011973977	-1.5608237	0.19432095	0.78779614	1.0677105	-0.16511095	1.3642607	
MB-1125	-1.7608182	-0.41656494	0.24592179	0.7835604	0.7617929	-1.5455368	-0.0047871494	0.14165924	-0.7367966	1.6593057
MB-1126	-0.6111383		-0.78253245	0.3052995	0.33148596	0.4204699	0.19185527	0.8628744	-0.9652855	-0.23880775
MB-1127	2.6992388	0.64185363	-1.1948106		0.2754155	0.31326637	0.52336437	-0.861232	0.2923364	0.26646298
MB-1128	1.860325		-0.12835065	1.0839927		0.4922656	1.1603516	1.7537116	-2.7435837	-2.200067
MB-1129	0.38413227	0.350484		-1.2487693	-2.156598	-0.32062617		0.55175805	-1.9173901	
MB-1130	1.3927295	-0.1550096	0.3869937	2.0089538	-1.8564898	0.5822199	1.1374942	-0.12173929	-0.38409734	-1.0200839
MB-1131	-1.4714549	0.09598402	-1.7709265	1.0644183	1.5919087		9.389888	-1.2312589	-0.1353239	-2.6224916
MB-1132	-3.1825879	-1.1193583	0.27080047	0.3903644	-1.4002262	1.3332982	1.6537001	0.05896559		1.6572795
MB-1133	-1.5951519	1.1167543	-0.8702632	0.39764583	-1.228242	1.2517514	-0.55655015	0.6081607	-1.8732316	-1.5890181
MB-1134	-1.3877045	0.21685506	0.06761885	0.12601103	0.50782686	-0.11028075	1.8267897	-0.76188964	-0.5185368	-1.068351
MB-1135	-0.61949897	-0.4481383		0.5666335	-0.36515072		-0.0063638412	0.59243304	0.8938089	1.4210125
MB-1136		1.3972232	3.1968744	-0.57427114	0.12625262	0.062161256	-0.84553176	1.0483298	1.0436246	1.4524392
MB-1137	1.9208775	-0.19993056	-1.537844	0.067794226	0.23098741	0.5699045	0.22726709	-0.64687055	-1.5883576	0.72053754
MB-1138	-29.43185	0.30284485	3.1257432			0.7893451	1.234333	1.0201066	-2.3800602	-0.34800398
MB-1139	2.1880302	0.23058538	-0.53490937		0.74205965	0.02078454	-0.5144224	0.53472227	0.7196233	1.9230483
MB-1140	3.8402276	1.3162123		0.0012575408	-0.6713349		-1.0967872	-0.126349	0.6302073	0.05835019
MB-1141	-2.931264	0.42531306	-0.85573184	-0.66835165	-0.98314273	-0.19042958	-0.42504516	0.3742436	-1.9355357	0.03509333
MB-1142		-0.117135204	-1.2728444	1.3371744	-1.2738923		0.6667291		1.0154411	0.783028
MB-1143	-0.99357593	0.3276367	4.006127	-0.44183496	2.2666335		0.9648455	1.1493742	-2.1972146	-0.5027374
MB-1144	-12.794603		2.6597185	0.9498531	-1.7333498		-1.3297776	-1.0354517	0.44468203	1.3942839
MB-1145	1.9166133	0.54442006	-0.25997236	0.6621503	2.1078796	-0.3957622	-0.47558162	0.111564405	1.1642047	
MB-1146	-1.4401982	0.9633702		0.5238216	-0.1573785	0.66923785	-0.9655607	0.38486934	-0.2523831	
MB-1147	2.7716317	-0.14858933	0.97916627	-0.17922024	0.4199616		-0.5251587	0.59564376	-0.037116975	-1.2428479
MB-1148	4.468897	-0.4553659	-0.078050196	0.22204006	0.65109587	-0.8437563	-1.2148311	1.2088841		0.6242427
MB-1149	2.1383393	0.64974695	-1.973682	-0.6253041	0.018825814	1.2562546	0.44750687	0.52411634	-1.6919023	0.96738136
MB-1150	3.4229317	1.487828	-0.21862286		1.6351291	0.15285033	0.3199984	0.6339976		0.49876198
MB-1151	4.0677857	0.6762479	-1.3808503	-0.73281467	-0.20449314	0.5570315	-0.68303776	0.9391891	0.9304135	-0.4936294
MB-1152	3.8638892	1.3036605	0.8427998	0.35246825	0.29597798	-0.81920594		-0.8907204	-0.28039524	-0.7205357
MB-1153		-0.14205354	-1.0277857	3.5929198	-0.062420774	2.5600169	1.1478416	0.5921569	0.08658515	2.2012706
MB-1154	1.8257272		-1.3734508		0.020830855	0.29670572	-0.20959853	0.36876833	-0.7158774	-1.2521203
MB-1155	-0.973283	0.43104917	1.8788664	-0.995408	-1.5040447	0.90691304	-2.3268888	-0.11749661	-3.9901085	
MB-1156	1.8758855	0.16199474	0.17763609	-1.9175938	0.083018295	-1.1044849	-0.19956611	0.44085187	0.65443224	0.9646497
MB-1157	2.2174575	-0.70373094	0.08102983	0.684652	0.67523926	0.05970199	-0.78106964	-0.91002536	-1.0345138	-0.9800121
MB-1158	0.8624878		-0.51594675	-0.36025345	-0.7018071	-2.1625369	0.2947767	3.145364	11.217491	-0.18785036
MB-1159	-3.1250324	0.83749354	4.3920302	1.5024421		0.09471888	0.062025987	-0.021576937	0.1757692	-1.8987306
MB-1160	3.8868723	0.3078453	-0.9339386	0.9401582	-0.5576438	1.1591079	-0.1003857	-0.26361465	-1.3926178	0.5930689
MB-1161	-3.665344	-0.638424	2.858744		-1.4016393	-0.474084	0.18687662	-1.3484458	-0.5891698	-0.06851316
MB-1162	1.1431516	-1.0485973	-1.2897962	-0.06587576	1.1822261	-1.1252772	-0.38094682	0.38400516	1.1024574	
MB-1163	1.5940424		-1.1523128		0.2001114	0.6892495	-0.51669544	-1.6465194	0.59154874	
MB-1164	-0.31437075	0.8468029	-2.1804016	-0.16184022	-2.364086	0.7124212	2.7545319	-0.5714515	-0.69987065	-1.3080516
MB-1165		0.8406551	2.3874924	1.472515	-7.624545	-0.0755494	0.09022851	0.22946753		1.305494
MB-1166	-1.8183167	-1.414885	-3.7081735	-0.46581268	-1.2687739	-0.11015043	-0.09856697	0.85652274	-1.2132953	
MB-1167	-1.335397	0.4579333	-0.23023766	0.2968423	-0.43499422	-0.6472264	-0.49622265		1.3712227	11.752478
MB-1168		-0.8007764	-0.483548	0.36641613	0.54504496	1.3797233	-1.6844362	-0.047458965	0.5951459	0.24336754
MB-1169	-2.425663	0.108702585	-0.98344576	-1.4279344	1.0773836	-1.4128739	0.065605365	0.9708625		0.107548915
MB-1170	-1.8578535	-2.2475488	3.6816225	-1.0296686	-3.138782	1.0304435	-0.5070165	0.44383544	3.1200697	0.046923436
MB-1171	1.8717221	-0.5115567	0.9611349	0.19561976	-0.86901665	1.5511379	0.034841336	0.49056226	-1.0017161	1.0412868
MB-1172	1.3122698	-0.90384555	-1.0127056	0.4509357			-0.47715282		-0.38377234	0.7881402
MB-1173	2.4837697	0.48593244		1.2571319	-0.6147915	-1.0079193	0.9920193	0.62149143	0.16934961	-10.353828
MB-1174		1.8988146	2.8299692	-0.51723456	0.673923	7.9624085	-0.84325266	0.6504803	-0.6251866	0.82400936
MB-1175	-1.470155	-1.6299404	3.6741478	0.06213974	1.1427345	-0.44302043		0.28072357	-2.2207637	-0.20024098
MB-1176	-0.26741207	2.4117231	-2.124508	-0.7526808	-0.3677011	0.10210603	0.16621467	0.017559541	-0.86302114	0.84976465
MB-1177	2.2901764	-1.440184	0.03710401	1.6565664	2.0887845	1.0497891	-2.1770968	-0.8401622	-0.41847292	
MB-1178	2.0582018	0.11241968	-1.0367627	1.4878484	1.1015397	0.5745667	-0.22822602	-12.085389	2.466426	0.35096797
MB-1179	0.938215	1.1374449	-0.7804105		0.46048242	-0.054366466	-0.9759063	0.65227276	-0.43885946	-1.8991755
MB-1180	-0.41191745	8.245947	-0.7409043	0.18555439	1.1147555		0.5674506	0.26612842		0.138525
MB-1181	2.4710212	-1.0467868	0.69943976	0.6271185	0.37908858	-0.41457495	-0.029762803	0.22041796	-0.48400763	-1.3766781
MB-1182	1.9211137	1.5994686	-1.4999862	1.1692662	0.37648243	-0.1489042		-0.22633953		0.76114225
